name,pose,truncated,difficult,xmin,ymin,xmax,ymax,Image
patches,Unspecified,0,0,119,102,175,199,patches_264
inclusion,Unspecified,0,0,163,29,197,197,inclusion_191
inclusion,Unspecified,0,0,150,16,166,59,inclusion_191
patches,Unspecified,0,0,24,99,109,199,patches_138
patches,Unspecified,1,0,64,1,133,89,patches_138
patches,Unspecified,1,0,1,1,43,22,patches_138
inclusion,Unspecified,1,0,98,1,127,77,inclusion_110
inclusion,Unspecified,0,0,95,120,138,198,inclusion_110
inclusion,Unspecified,1,0,144,1,178,198,inclusion_110
scratches,Unspecified,1,0,1,101,200,152,scratches_292
scratches,Unspecified,1,0,1,163,194,177,scratches_292
rolled-in_scale,Unspecified,0,0,117,12,146,42,rolled-in_scale_130
rolled-in_scale,Unspecified,0,0,35,129,174,188,rolled-in_scale_130
scratches,Unspecified,1,0,103,1,120,96,scratches_132
scratches,Unspecified,0,0,2,100,196,194,scratches_132
inclusion,Unspecified,1,0,133,1,200,198,scratches_132
crazing,Unspecified,0,0,2,27,171,138,crazing_187
crazing,Unspecified,0,0,105,124,178,175,crazing_16
crazing,Unspecified,0,0,11,102,75,157,crazing_16
crazing,Unspecified,0,0,6,31,89,124,crazing_287
crazing,Unspecified,1,0,1,116,131,191,crazing_287
pitted_surface,Unspecified,0,0,45,1,199,199,pitted_surface_206
patches,Unspecified,0,0,55,71,138,148,patches_65
scratches,Unspecified,0,0,126,5,145,191,scratches_70
scratches,Unspecified,1,0,164,1,176,191,scratches_70
crazing,Unspecified,1,0,1,47,200,99,crazing_35
crazing,Unspecified,1,0,87,101,200,169,crazing_35
crazing,Unspecified,1,0,102,1,200,44,crazing_35
crazing,Unspecified,0,0,146,19,199,177,crazing_44
crazing,Unspecified,0,0,8,3,120,180,crazing_44
pitted_surface,Unspecified,0,0,19,21,150,191,pitted_surface_285
pitted_surface,Unspecified,0,0,1,1,200,198,pitted_surface_169
pitted_surface,Unspecified,1,0,67,1,189,195,pitted_surface_123
scratches,Unspecified,1,0,1,155,192,188,scratches_251
scratches,Unspecified,0,0,74,128,190,151,scratches_251
patches,Unspecified,0,0,64,30,117,181,patches_103
patches,Unspecified,0,0,114,17,194,190,patches_288
patches,Unspecified,0,0,26,155,56,183,patches_288
inclusion,Unspecified,0,0,30,40,58,188,inclusion_272
inclusion,Unspecified,0,0,135,118,155,191,inclusion_272
inclusion,Unspecified,1,0,138,1,157,52,inclusion_272
patches,Unspecified,0,0,1,1,74,96,patches_205
patches,Unspecified,0,0,1,103,70,200,patches_205
patches,Unspecified,0,0,108,58,195,200,patches_205
rolled-in_scale,Unspecified,0,0,56,41,141,102,rolled-in_scale_202
rolled-in_scale,Unspecified,0,0,43,119,164,167,rolled-in_scale_202
rolled-in_scale,Unspecified,1,0,14,1,114,134,rolled-in_scale_230
rolled-in_scale,Unspecified,0,1,4,138,129,199,rolled-in_scale_230
pitted_surface,Unspecified,1,0,1,18,89,188,pitted_surface_242
pitted_surface,Unspecified,1,0,61,1,200,177,pitted_surface_242
scratches,Unspecified,1,0,21,1,34,76,scratches_22
scratches,Unspecified,0,0,19,100,33,197,scratches_22
scratches,Unspecified,1,0,1,14,23,51,scratches_22
inclusion,Unspecified,0,0,42,29,68,197,inclusion_280
inclusion,Unspecified,1,0,48,1,66,71,inclusion_280
rolled-in_scale,Unspecified,0,0,94,60,148,121,rolled-in_scale_62
rolled-in_scale,Unspecified,1,0,128,1,173,27,rolled-in_scale_62
rolled-in_scale,Unspecified,1,0,132,147,181,200,rolled-in_scale_62
rolled-in_scale,Unspecified,1,0,28,1,90,101,rolled-in_scale_177
rolled-in_scale,Unspecified,0,0,45,117,106,198,rolled-in_scale_177
rolled-in_scale,Unspecified,0,0,96,2,183,94,rolled-in_scale_177
rolled-in_scale,Unspecified,0,0,24,52,109,139,rolled-in_scale_165
rolled-in_scale,Unspecified,0,0,135,122,181,195,rolled-in_scale_165
pitted_surface,Unspecified,1,0,1,12,155,200,pitted_surface_207
patches,Unspecified,0,0,161,8,199,87,pitted_surface_207
patches,Unspecified,1,0,134,136,200,200,pitted_surface_207
inclusion,Unspecified,0,0,38,2,109,197,inclusion_36
inclusion,Unspecified,0,0,120,3,148,100,inclusion_36
inclusion,Unspecified,0,0,130,115,153,199,inclusion_36
inclusion,Unspecified,1,0,174,1,199,152,inclusion_36
scratches,Unspecified,1,0,1,151,199,180,scratches_261
rolled-in_scale,Unspecified,0,0,96,69,151,198,rolled-in_scale_281
rolled-in_scale,Unspecified,1,0,96,1,142,62,rolled-in_scale_281
rolled-in_scale,Unspecified,1,0,120,166,166,200,rolled-in_scale_281
patches,Unspecified,1,0,104,1,165,112,patches_213
patches,Unspecified,1,0,16,1,65,64,patches_213
pitted_surface,Unspecified,1,0,55,1,144,200,pitted_surface_220
pitted_surface,Unspecified,1,0,135,1,198,198,pitted_surface_220
pitted_surface,Unspecified,0,0,61,2,198,198,pitted_surface_245
pitted_surface,Unspecified,0,0,15,5,101,192,pitted_surface_245
patches,Unspecified,1,0,2,1,41,46,pitted_surface_245
pitted_surface,Unspecified,0,0,2,5,195,195,pitted_surface_146
rolled-in_scale,Unspecified,0,0,44,86,172,159,rolled-in_scale_75
rolled-in_scale,Unspecified,0,0,37,11,97,97,rolled-in_scale_75
pitted_surface,Unspecified,0,0,42,124,123,191,pitted_surface_150
pitted_surface,Unspecified,0,0,44,20,127,130,pitted_surface_150
pitted_surface,Unspecified,0,0,122,40,198,198,pitted_surface_150
pitted_surface,Unspecified,1,0,1,1,35,152,pitted_surface_150
scratches,Unspecified,1,0,1,47,141,68,scratches_285
scratches,Unspecified,0,0,140,50,199,70,scratches_285
patches,Unspecified,0,0,7,1,87,198,patches_158
patches,Unspecified,0,0,103,1,190,198,patches_158
scratches,Unspecified,1,0,141,1,165,116,scratches_220
scratches,Unspecified,1,0,105,1,135,112,scratches_220
scratches,Unspecified,0,0,79,16,93,193,scratches_220
rolled-in_scale,Unspecified,0,0,45,13,151,198,rolled-in_scale_288
rolled-in_scale,Unspecified,0,0,59,6,162,92,rolled-in_scale_288
patches,Unspecified,1,0,17,1,94,53,patches_99
patches,Unspecified,1,0,29,133,79,200,patches_99
patches,Unspecified,0,0,110,45,165,199,patches_99
patches,Unspecified,1,0,105,1,156,58,patches_99
patches,Unspecified,1,0,16,93,92,200,patches_115
patches,Unspecified,0,0,111,127,161,179,patches_115
patches,Unspecified,0,0,56,6,92,62,patches_115
patches,Unspecified,0,0,147,41,198,133,patches_115
crazing,Unspecified,0,0,112,46,199,138,crazing_107
crazing,Unspecified,1,0,2,1,105,79,crazing_107
crazing,Unspecified,0,0,11,146,127,199,crazing_107
pitted_surface,Unspecified,0,0,24,38,147,195,pitted_surface_130
pitted_surface,Unspecified,1,0,171,1,199,198,pitted_surface_130
crazing,Unspecified,0,0,10,4,162,76,crazing_295
crazing,Unspecified,0,0,6,72,167,157,crazing_295
scratches,Unspecified,1,0,14,1,34,73,scratches_30
scratches,Unspecified,1,0,61,1,77,26,scratches_30
scratches,Unspecified,0,0,129,18,143,97,scratches_30
scratches,Unspecified,0,0,88,91,114,190,scratches_30
scratches,Unspecified,0,0,130,149,142,198,scratches_30
scratches,Unspecified,1,0,1,1,17,198,scratches_163
scratches,Unspecified,0,0,39,77,52,199,scratches_163
scratches,Unspecified,1,0,71,1,86,165,scratches_163
scratches,Unspecified,0,0,149,2,182,198,scratches_163
rolled-in_scale,Unspecified,0,0,138,10,189,65,rolled-in_scale_85
rolled-in_scale,Unspecified,1,0,130,96,186,200,rolled-in_scale_85
scratches,Unspecified,0,0,18,4,32,197,scratches_72
scratches,Unspecified,1,0,1,100,123,124,scratches_284
scratches,Unspecified,0,0,151,108,199,124,scratches_284
inclusion,Unspecified,1,0,35,1,60,85,inclusion_86
inclusion,Unspecified,0,0,16,43,37,95,inclusion_86
inclusion,Unspecified,0,0,7,110,28,175,inclusion_86
inclusion,Unspecified,0,0,35,142,72,192,inclusion_86
inclusion,Unspecified,0,0,110,21,144,110,inclusion_86
inclusion,Unspecified,0,0,47,94,118,199,inclusion_161
inclusion,Unspecified,0,0,50,2,80,90,inclusion_161
inclusion,Unspecified,1,0,90,1,128,117,inclusion_161
crazing,Unspecified,0,0,96,75,198,157,crazing_188
crazing,Unspecified,0,0,2,3,189,71,crazing_188
crazing,Unspecified,1,0,1,75,124,180,crazing_188
crazing,Unspecified,0,0,3,21,69,149,crazing_108
crazing,Unspecified,0,0,90,115,198,193,crazing_108
patches,Unspecified,0,0,11,94,47,137,patches_110
patches,Unspecified,0,0,61,68,140,165,patches_110
crazing,Unspecified,1,0,142,128,200,174,crazing_62
crazing,Unspecified,1,0,1,13,89,83,crazing_62
inclusion,Unspecified,0,0,28,34,56,155,inclusion_177
inclusion,Unspecified,0,0,146,104,180,164,inclusion_177
inclusion,Unspecified,0,0,146,12,170,48,inclusion_177
inclusion,Unspecified,0,0,92,38,108,76,inclusion_177
inclusion,Unspecified,0,0,150,175,173,199,inclusion_177
pitted_surface,Unspecified,0,0,1,1,200,199,pitted_surface_32
pitted_surface,Unspecified,0,0,5,7,124,185,pitted_surface_271
pitted_surface,Unspecified,1,0,101,1,184,194,pitted_surface_271
patches,Unspecified,0,0,32,1,109,180,patches_21
patches,Unspecified,0,0,119,1,190,199,patches_21
pitted_surface,Unspecified,0,0,4,3,199,197,pitted_surface_259
scratches,Unspecified,1,0,1,119,177,152,scratches_63
crazing,Unspecified,0,0,23,134,123,186,crazing_113
crazing,Unspecified,1,0,1,48,162,116,crazing_113
rolled-in_scale,Unspecified,0,0,97,132,186,184,rolled-in_scale_127
pitted_surface,Unspecified,1,0,52,5,200,192,pitted_surface_281
inclusion,Unspecified,0,0,10,12,38,198,pitted_surface_281
crazing,Unspecified,0,0,2,134,155,179,crazing_130
crazing,Unspecified,0,0,2,6,84,99,crazing_130
crazing,Unspecified,0,0,77,104,199,158,crazing_130
pitted_surface,Unspecified,0,0,1,1,195,199,pitted_surface_96
crazing,Unspecified,1,0,1,115,104,184,crazing_43
crazing,Unspecified,0,0,4,3,186,51,crazing_43
crazing,Unspecified,1,0,162,48,200,186,crazing_43
crazing,Unspecified,0,0,105,18,193,75,crazing_110
crazing,Unspecified,1,0,1,16,89,79,crazing_110
pitted_surface,Unspecified,0,0,51,4,196,198,pitted_surface_225
pitted_surface,Unspecified,0,0,14,6,168,199,pitted_surface_89
rolled-in_scale,Unspecified,0,0,81,40,175,106,rolled-in_scale_212
rolled-in_scale,Unspecified,1,0,66,1,106,59,rolled-in_scale_212
rolled-in_scale,Unspecified,0,0,69,125,136,191,rolled-in_scale_212
inclusion,Unspecified,1,0,31,1,65,199,inclusion_277
pitted_surface,Unspecified,0,0,3,3,112,198,pitted_surface_296
pitted_surface,Unspecified,1,0,101,1,199,188,pitted_surface_296
patches,Unspecified,0,0,92,104,141,177,pitted_surface_296
patches,Unspecified,0,0,21,23,75,146,patches_172
patches,Unspecified,1,0,16,163,71,200,patches_172
patches,Unspecified,0,0,105,87,166,155,patches_172
patches,Unspecified,1,0,164,65,200,149,patches_172
inclusion,Unspecified,1,0,171,1,196,21,patches_172
inclusion,Unspecified,1,0,160,150,200,184,patches_172
inclusion,Unspecified,1,0,55,1,108,195,inclusion_217
inclusion,Unspecified,1,0,42,1,72,90,inclusion_217
patches,Unspecified,0,0,21,40,68,119,patches_291
patches,Unspecified,0,0,9,122,84,198,patches_291
patches,Unspecified,1,0,125,1,187,195,patches_291
patches,Unspecified,1,0,9,1,49,28,patches_291
rolled-in_scale,Unspecified,0,0,32,102,120,189,rolled-in_scale_5
rolled-in_scale,Unspecified,0,0,52,25,105,92,rolled-in_scale_5
scratches,Unspecified,1,0,1,10,199,49,scratches_295
scratches,Unspecified,0,0,45,55,108,84,scratches_295
scratches,Unspecified,0,0,63,98,197,136,scratches_295
scratches,Unspecified,1,0,1,121,59,138,scratches_295
patches,Unspecified,0,0,53,36,124,174,patches_134
patches,Unspecified,1,0,155,118,200,194,patches_134
rolled-in_scale,Unspecified,0,0,6,22,66,177,rolled-in_scale_55
rolled-in_scale,Unspecified,0,0,145,12,175,60,rolled-in_scale_55
patches,Unspecified,0,0,18,17,170,134,patches_201
patches,Unspecified,1,0,1,1,50,30,patches_201
patches,Unspecified,0,0,95,124,155,185,patches_201
inclusion,Unspecified,0,0,63,140,131,197,patches_201
pitted_surface,Unspecified,0,0,6,1,129,194,pitted_surface_119
pitted_surface,Unspecified,0,0,160,2,196,164,pitted_surface_119
scratches,Unspecified,1,0,62,1,107,199,scratches_133
crazing,Unspecified,0,0,10,26,99,141,crazing_275
crazing,Unspecified,0,0,3,142,183,197,crazing_275
crazing,Unspecified,1,0,58,53,200,169,crazing_275
rolled-in_scale,Unspecified,1,0,43,1,83,73,rolled-in_scale_160
rolled-in_scale,Unspecified,1,0,39,138,84,200,rolled-in_scale_160
rolled-in_scale,Unspecified,1,0,100,149,200,200,rolled-in_scale_160
scratches,Unspecified,0,0,40,16,199,41,scratches_281
crazing,Unspecified,1,0,10,97,200,181,crazing_3
pitted_surface,Unspecified,1,0,23,1,184,195,pitted_surface_118
pitted_surface,Unspecified,1,0,1,168,27,200,pitted_surface_118
crazing,Unspecified,0,0,4,34,58,134,crazing_141
crazing,Unspecified,0,0,73,117,198,157,crazing_141
rolled-in_scale,Unspecified,0,0,95,22,145,52,rolled-in_scale_157
rolled-in_scale,Unspecified,0,0,59,83,136,182,rolled-in_scale_157
rolled-in_scale,Unspecified,0,1,26,47,95,114,rolled-in_scale_15
rolled-in_scale,Unspecified,1,0,133,127,200,197,rolled-in_scale_48
rolled-in_scale,Unspecified,0,0,136,29,175,74,rolled-in_scale_48
rolled-in_scale,Unspecified,1,0,110,62,200,135,rolled-in_scale_48
rolled-in_scale,Unspecified,1,0,82,113,200,200,rolled-in_scale_68
inclusion,Unspecified,0,0,28,6,58,185,inclusion_288
inclusion,Unspecified,0,0,26,138,46,199,inclusion_288
pitted_surface,Unspecified,1,0,1,1,48,198,pitted_surface_7
pitted_surface,Unspecified,1,0,38,1,200,198,pitted_surface_7
crazing,Unspecified,0,0,25,48,116,112,crazing_181
crazing,Unspecified,0,0,27,124,103,199,crazing_181
scratches,Unspecified,1,0,62,1,87,197,scratches_288
rolled-in_scale,Unspecified,0,0,128,66,197,199,rolled-in_scale_41
rolled-in_scale,Unspecified,1,0,120,1,192,34,rolled-in_scale_41
rolled-in_scale,Unspecified,0,0,4,3,90,79,rolled-in_scale_199
rolled-in_scale,Unspecified,0,0,105,22,169,175,rolled-in_scale_199
rolled-in_scale,Unspecified,0,1,44,114,112,165,rolled-in_scale_199
inclusion,Unspecified,0,0,30,69,56,194,inclusion_194
inclusion,Unspecified,0,0,122,40,148,117,inclusion_194
inclusion,Unspecified,1,0,71,1,108,72,inclusion_211
inclusion,Unspecified,0,0,88,117,125,199,inclusion_211
rolled-in_scale,Unspecified,0,0,46,50,145,138,rolled-in_scale_236
inclusion,Unspecified,0,0,110,93,133,179,inclusion_219
inclusion,Unspecified,0,0,87,52,108,91,inclusion_219
rolled-in_scale,Unspecified,0,0,55,98,131,199,rolled-in_scale_284
patches,Unspecified,0,0,89,26,170,181,patches_299
patches,Unspecified,1,0,1,1,46,34,patches_299
patches,Unspecified,1,0,1,73,54,200,patches_299
pitted_surface,Unspecified,0,0,31,1,165,151,pitted_surface_133
patches,Unspecified,1,0,1,42,41,146,patches_148
patches,Unspecified,1,0,62,1,144,189,patches_148
crazing,Unspecified,0,0,9,89,149,157,crazing_195
patches,Unspecified,1,0,33,1,94,155,patches_5
patches,Unspecified,0,0,115,65,163,194,patches_5
patches,Unspecified,1,0,118,1,200,34,patches_5
inclusion,Unspecified,1,0,28,1,73,198,inclusion_102
inclusion,Unspecified,0,0,132,70,147,130,inclusion_102
pitted_surface,Unspecified,1,0,3,1,197,194,pitted_surface_54
patches,Unspecified,0,0,48,83,119,178,patches_214
patches,Unspecified,0,0,99,56,183,127,patches_214
patches,Unspecified,0,0,55,100,95,169,patches_75
patches,Unspecified,0,0,107,24,158,110,patches_75
crazing,Unspecified,0,0,2,54,119,172,crazing_45
scratches,Unspecified,0,0,26,12,43,171,scratches_1
scratches,Unspecified,0,1,8,184,17,196,scratches_1
rolled-in_scale,Unspecified,1,0,1,34,123,108,rolled-in_scale_274
rolled-in_scale,Unspecified,0,0,152,129,198,198,rolled-in_scale_274
rolled-in_scale,Unspecified,0,0,32,2,104,52,rolled-in_scale_274
rolled-in_scale,Unspecified,0,0,3,84,114,163,rolled-in_scale_274
rolled-in_scale,Unspecified,1,0,151,1,192,37,rolled-in_scale_121
patches,Unspecified,0,0,7,91,89,200,patches_28
patches,Unspecified,0,0,113,141,195,199,patches_28
patches,Unspecified,0,0,25,1,84,54,patches_28
patches,Unspecified,1,0,45,1,78,29,patches_73
patches,Unspecified,1,0,102,1,134,24,patches_73
patches,Unspecified,0,0,107,138,153,177,patches_73
pitted_surface,Unspecified,1,0,12,1,199,191,pitted_surface_287
crazing,Unspecified,0,0,83,6,178,57,crazing_120
crazing,Unspecified,1,0,106,68,200,108,crazing_120
crazing,Unspecified,1,0,1,81,117,146,crazing_120
crazing,Unspecified,1,0,1,81,117,146,crazing_120
crazing,Unspecified,0,0,91,110,199,152,crazing_120
patches,Unspecified,1,0,37,1,80,60,patches_250
patches,Unspecified,1,0,19,103,71,200,patches_250
patches,Unspecified,1,0,107,1,152,52,patches_250
patches,Unspecified,0,0,119,130,156,195,patches_250
patches,Unspecified,1,0,1,76,36,199,patches_212
patches,Unspecified,1,0,19,1,114,136,patches_212
patches,Unspecified,0,0,121,72,166,195,patches_212
patches,Unspecified,1,0,117,1,173,26,patches_212
scratches,Unspecified,0,0,26,158,199,176,scratches_237
scratches,Unspecified,1,0,1,37,196,52,scratches_237
rolled-in_scale,Unspecified,0,0,125,4,199,117,rolled-in_scale_123
rolled-in_scale,Unspecified,0,0,98,2,168,51,rolled-in_scale_123
rolled-in_scale,Unspecified,1,0,1,1,45,28,rolled-in_scale_123
rolled-in_scale,Unspecified,0,0,114,119,158,199,rolled-in_scale_123
pitted_surface,Unspecified,0,0,17,33,168,192,pitted_surface_244
inclusion,Unspecified,0,0,42,52,64,170,inclusion_159
inclusion,Unspecified,1,0,67,1,98,198,inclusion_159
pitted_surface,Unspecified,1,0,1,1,129,188,pitted_surface_105
crazing,Unspecified,0,0,27,27,198,76,crazing_21
crazing,Unspecified,0,0,20,85,197,120,crazing_21
crazing,Unspecified,0,0,24,123,198,187,crazing_21
patches,Unspecified,0,0,7,37,85,157,patches_242
patches,Unspecified,0,0,103,92,165,135,patches_242
patches,Unspecified,1,0,147,1,194,55,patches_242
pitted_surface,Unspecified,0,0,1,1,199,199,pitted_surface_95
inclusion,Unspecified,1,0,87,1,107,47,inclusion_208
inclusion,Unspecified,0,0,42,79,107,198,inclusion_208
crazing,Unspecified,0,0,45,29,148,83,crazing_132
crazing,Unspecified,0,0,37,89,152,149,crazing_132
crazing,Unspecified,1,0,1,56,197,130,crazing_78
crazing,Unspecified,1,0,2,1,60,51,crazing_78
crazing,Unspecified,1,0,130,1,198,43,crazing_78
inclusion,Unspecified,1,0,132,1,167,187,inclusion_109
inclusion,Unspecified,1,0,39,1,74,198,inclusion_109
inclusion,Unspecified,1,0,1,35,28,145,inclusion_109
rolled-in_scale,Unspecified,0,0,18,26,106,148,rolled-in_scale_225
rolled-in_scale,Unspecified,1,0,134,47,200,122,rolled-in_scale_225
scratches,Unspecified,1,0,50,1,95,199,scratches_111
inclusion,Unspecified,1,0,18,1,29,27,scratches_111
inclusion,Unspecified,1,0,144,1,161,71,scratches_111
inclusion,Unspecified,1,0,170,1,187,39,scratches_111
pitted_surface,Unspecified,1,0,3,1,85,197,pitted_surface_34
pitted_surface,Unspecified,1,0,93,1,200,197,pitted_surface_34
inclusion,Unspecified,0,0,25,113,45,184,inclusion_206
inclusion,Unspecified,0,0,76,97,96,160,inclusion_206
inclusion,Unspecified,1,0,172,1,192,78,inclusion_206
pitted_surface,Unspecified,0,0,9,1,61,197,pitted_surface_19
pitted_surface,Unspecified,0,0,77,1,199,200,pitted_surface_19
crazing,Unspecified,0,0,42,24,189,71,crazing_144
crazing,Unspecified,0,0,50,91,127,157,crazing_144
pitted_surface,Unspecified,0,0,1,7,126,199,pitted_surface_186
scratches,Unspecified,1,0,1,181,87,193,scratches_266
scratches,Unspecified,1,0,1,139,198,159,scratches_266
pitted_surface,Unspecified,0,0,1,2,188,192,pitted_surface_167
patches,Unspecified,0,0,66,24,121,166,patches_126
pitted_surface,Unspecified,1,0,1,1,159,198,pitted_surface_165
patches,Unspecified,0,0,155,21,195,187,pitted_surface_165
scratches,Unspecified,1,0,21,7,37,200,scratches_228
pitted_surface,Unspecified,0,0,67,55,131,187,scratches_228
patches,Unspecified,1,0,167,89,200,122,scratches_228
inclusion,Unspecified,0,0,31,23,58,184,inclusion_229
rolled-in_scale,Unspecified,0,0,2,72,81,112,rolled-in_scale_179
rolled-in_scale,Unspecified,0,0,4,3,81,65,rolled-in_scale_179
inclusion,Unspecified,0,0,45,56,76,198,inclusion_123
inclusion,Unspecified,1,0,72,1,96,78,inclusion_123
pitted_surface,Unspecified,0,0,1,1,200,198,pitted_surface_23
crazing,Unspecified,0,0,19,79,148,168,crazing_203
crazing,Unspecified,0,0,44,10,170,76,crazing_203
scratches,Unspecified,1,0,1,22,112,37,scratches_238
scratches,Unspecified,1,0,1,133,199,167,scratches_238
pitted_surface,Unspecified,0,0,3,18,168,164,pitted_surface_210
patches,Unspecified,1,0,107,1,157,17,pitted_surface_210
patches,Unspecified,1,0,179,1,200,42,pitted_surface_210
patches,Unspecified,1,0,170,102,200,164,pitted_surface_210
patches,Unspecified,1,0,114,143,176,200,pitted_surface_210
patches,Unspecified,0,0,40,37,145,150,patches_86
crazing,Unspecified,1,0,3,1,200,42,crazing_299
crazing,Unspecified,0,0,2,45,182,126,crazing_299
crazing,Unspecified,0,0,126,23,194,75,crazing_299
crazing,Unspecified,0,0,85,155,190,196,crazing_299
patches,Unspecified,1,0,60,56,125,200,patches_280
patches,Unspecified,0,0,77,4,114,93,patches_280
crazing,Unspecified,0,0,82,136,195,166,crazing_122
crazing,Unspecified,0,0,44,73,109,133,crazing_122
pitted_surface,Unspecified,0,0,63,1,199,200,pitted_surface_18
rolled-in_scale,Unspecified,0,0,5,45,79,183,rolled-in_scale_178
rolled-in_scale,Unspecified,0,0,63,16,162,56,rolled-in_scale_178
rolled-in_scale,Unspecified,1,0,1,1,59,56,rolled-in_scale_178
patches,Unspecified,1,0,1,124,62,187,patches_259
patches,Unspecified,0,0,78,8,119,36,patches_259
patches,Unspecified,0,0,7,49,52,152,patches_259
inclusion,Unspecified,0,0,34,47,68,81,patches_259
inclusion,Unspecified,0,0,171,8,199,26,patches_259
inclusion,Unspecified,0,1,20,39,32,61,inclusion_141
inclusion,Unspecified,0,0,104,3,127,47,inclusion_141
inclusion,Unspecified,0,0,99,153,121,183,inclusion_141
scratches,Unspecified,1,0,148,1,163,198,scratches_69
inclusion,Unspecified,0,0,85,18,107,105,scratches_69
crazing,Unspecified,0,0,57,5,199,73,crazing_234
crazing,Unspecified,1,0,8,76,200,166,crazing_234
crazing,Unspecified,1,0,1,29,87,127,crazing_83
crazing,Unspecified,1,0,95,1,192,198,crazing_83
crazing,Unspecified,1,0,2,1,197,65,crazing_83
patches,Unspecified,0,0,20,1,72,140,patches_19
patches,Unspecified,0,0,94,38,180,200,patches_19
patches,Unspecified,0,0,24,142,105,199,patches_19
patches,Unspecified,0,0,115,1,186,37,patches_19
rolled-in_scale,Unspecified,1,0,1,42,69,197,rolled-in_scale_255
rolled-in_scale,Unspecified,0,0,72,27,113,129,rolled-in_scale_255
rolled-in_scale,Unspecified,0,0,5,5,69,68,rolled-in_scale_255
rolled-in_scale,Unspecified,0,0,153,50,195,83,rolled-in_scale_255
rolled-in_scale,Unspecified,0,0,92,9,140,56,rolled-in_scale_36
rolled-in_scale,Unspecified,0,0,84,163,154,199,rolled-in_scale_36
rolled-in_scale,Unspecified,0,0,76,69,136,134,rolled-in_scale_36
rolled-in_scale,Unspecified,0,0,65,30,124,91,rolled-in_scale_36
inclusion,Unspecified,0,0,50,44,81,141,inclusion_31
inclusion,Unspecified,1,0,63,1,82,36,inclusion_31
inclusion,Unspecified,0,0,131,86,175,192,inclusion_31
inclusion,Unspecified,1,0,141,1,181,87,inclusion_31
inclusion,Unspecified,0,1,2,2,16,29,inclusion_31
inclusion,Unspecified,0,0,2,74,26,148,inclusion_31
inclusion,Unspecified,0,0,122,141,137,182,inclusion_31
crazing,Unspecified,0,0,48,98,146,135,crazing_152
crazing,Unspecified,0,0,2,137,135,191,crazing_152
patches,Unspecified,0,0,156,136,191,168,crazing_152
rolled-in_scale,Unspecified,0,0,62,4,96,32,rolled-in_scale_223
rolled-in_scale,Unspecified,0,0,25,113,91,155,rolled-in_scale_223
inclusion,Unspecified,0,0,93,6,130,197,inclusion_166
inclusion,Unspecified,0,0,53,4,86,73,inclusion_166
inclusion,Unspecified,0,0,161,100,188,187,inclusion_166
inclusion,Unspecified,1,0,171,1,199,64,inclusion_166
inclusion,Unspecified,0,0,69,2,115,197,inclusion_132
inclusion,Unspecified,0,0,129,72,166,182,inclusion_34
inclusion,Unspecified,0,0,20,41,54,171,inclusion_34
inclusion,Unspecified,0,0,69,104,97,163,inclusion_34
inclusion,Unspecified,0,0,89,10,109,59,inclusion_34
rolled-in_scale,Unspecified,0,0,102,67,176,140,rolled-in_scale_144
rolled-in_scale,Unspecified,0,0,49,105,94,186,rolled-in_scale_144
rolled-in_scale,Unspecified,0,0,67,18,111,78,rolled-in_scale_144
patches,Unspecified,1,0,3,1,67,191,patches_294
patches,Unspecified,0,0,131,67,196,198,patches_294
crazing,Unspecified,0,0,33,5,149,69,crazing_149
crazing,Unspecified,0,0,26,108,154,179,crazing_149
patches,Unspecified,1,0,1,1,63,69,patches_231
patches,Unspecified,1,0,64,1,149,130,patches_231
patches,Unspecified,0,0,65,143,124,185,patches_231
patches,Unspecified,1,0,1,115,44,200,patches_231
patches,Unspecified,1,0,179,127,200,160,patches_231
patches,Unspecified,1,0,83,1,161,37,patches_231
rolled-in_scale,Unspecified,0,0,73,60,163,127,rolled-in_scale_50
rolled-in_scale,Unspecified,1,0,59,1,158,58,rolled-in_scale_50
rolled-in_scale,Unspecified,0,0,2,3,52,53,rolled-in_scale_50
rolled-in_scale,Unspecified,0,0,89,162,139,199,rolled-in_scale_50
crazing,Unspecified,0,0,25,52,199,92,crazing_217
crazing,Unspecified,0,0,110,99,195,190,crazing_217
scratches,Unspecified,1,0,23,1,41,170,scratches_194
scratches,Unspecified,0,0,109,30,129,129,scratches_194
crazing,Unspecified,1,0,1,24,121,74,crazing_9
crazing,Unspecified,1,0,130,1,200,83,crazing_9
inclusion,Unspecified,1,0,48,1,83,198,inclusion_48
inclusion,Unspecified,1,0,86,1,111,155,inclusion_48
crazing,Unspecified,0,0,58,5,155,105,crazing_90
crazing,Unspecified,1,0,4,110,89,200,crazing_99
crazing,Unspecified,1,0,126,49,200,198,crazing_99
crazing,Unspecified,0,0,3,2,105,96,crazing_99
crazing,Unspecified,0,0,70,2,196,123,crazing_273
crazing,Unspecified,1,0,4,1,151,37,crazing_273
crazing,Unspecified,0,0,5,75,116,134,crazing_273
inclusion,Unspecified,1,0,26,1,64,190,inclusion_264
inclusion,Unspecified,1,0,134,1,176,196,inclusion_264
inclusion,Unspecified,0,0,47,13,68,92,inclusion_264
inclusion,Unspecified,0,0,32,149,56,199,inclusion_264
scratches,Unspecified,0,0,24,40,34,199,scratches_117
scratches,Unspecified,1,0,108,1,122,199,scratches_117
scratches,Unspecified,1,0,129,1,154,199,scratches_117
